cbsa,year,qtr,qcew_avg_wkly_wage,qcew_employment
39660,2016,3,772,66668
39660,2016,4,792,63932
39740,2016,1,878,169538
39740,2016,2,901,171101
39740,2016,3,947,171851
39740,2016,4,940,172948
39820,2016,1,746,63125
39820,2016,2,753,66033
39820,2016,3,820,65561
39820,2016,4,811,64603
39900,2016,1,852,211561
39900,2016,2,879,216936
39900,2016,3,934,221499
39900,2016,4,949,222478
40060,2016,1,988,619881
40060,2016,2,933,627661
40060,2016,3,979,625598
40060,2016,4,987,637344
40140,2016,1,819,1378935
40140,2016,2,827,1390606
40140,2016,3,861,1395468
40140,2016,4,863,1434303
40220,2016,1,777,151246
40220,2016,2,775,154246
40220,2016,3,828,151808
40220,2016,4,886,152467
40340,2016,1,1087,112627
40340,2016,2,979,116638
40340,2016,3,1082,115326
40340,2016,4,1018,114846
40380,2016,1,891,500206
40380,2016,2,906,513605
40380,2016,3,936,510196
40380,2016,4,934,510401
40420,2016,1,834,142733
40420,2016,2,828,145591
40420,2016,3,867,145014
40420,2016,4,878,145193
40580,2016,1,700,56492
40580,2016,2,688,57239
40580,2016,3,725,57838
40580,2016,4,735,58101
40660,2016,1,762,38195
40660,2016,2,766,38563
40660,2016,3,798,39047
40660,2016,4,815,39181
40900,2016,1,1063,933177
40900,2016,2,1042,954327
40900,2016,3,1093,956763
40900,2016,4,1110,954855
40980,2016,1,799,83610
40980,2016,2,790,85077
40980,2016,3,832,85192
40980,2016,4,865,85626
41060,2016,1,802,100155
41060,2016,2,817,103856
41060,2016,3,867,103672
41060,2016,4,856,103681
41100,2016,1,607,58776
41100,2016,2,647,60330
41100,2016,3,673,61470
41100,2016,4,692,61422
41140,2016,1,733,55364
41140,2016,2,778,55669
41140,2016,3,780,56261
41140,2016,4,826,56699
41180,2016,1,970,1291614
41180,2016,2,936,1315868
41180,2016,3,963,1314748
41180,2016,4,1009,1318039
41420,2016,1,767,165324
41420,2016,2,804,173841
41420,2016,3,819,174080
41420,2016,4,843,169170
41500,2016,1,851,168945
41500,2016,2,839,204917
41500,2016,3,891,203813
41500,2016,4,912,171428
41540,2016,1,704,144580
41540,2016,2,747,164456
41540,2016,3,743,158707
41540,2016,4,792,148380
41620,2016,1,967,674834
41620,2016,2,937,684221
41620,2016,3,987,692120
41620,2016,4,1022,697332
41660,2016,1,755,47869
41660,2016,2,741,48293
41660,2016,3,783,47606
41660,2016,4,811,47955
41700,2016,1,911,968785
41700,2016,2,860,976853
41700,2016,3,898,984538
41700,2016,4,938,994611
41740,2016,1,1105,1388422
41740,2016,2,1071,1407416
41740,2016,3,1130,1416400
41740,2016,4,1171,1428116
41940,2016,1,2180,1044714
41940,2016,2,2232,1068678
41940,2016,3,2233,1071323
41940,2016,4,2342,1081028
42020,2016,1,824,113039
42020,2016,2,835,116031
42020,2016,3,864,114808
42020,2016,4,884,113691
42100,2016,1,880,98362
42100,2016,2,901,108577
42100,2016,3,936,107075
42100,2016,4,934,99388
42140,2016,1,757,60648
42140,2016,2,805,61474
42140,2016,3,823,60954
42140,2016,4,928,61418
42200,2016,1,930,192411
42200,2016,2,946,198190
42200,2016,3,1000,198771
42200,2016,4,1024,191640
42220,2016,1,922,199021
42220,2016,2,930,202887
42220,2016,3,997,205258
42220,2016,4,1018,203482
42340,2016,1,812,164880
42340,2016,2,817,167101
42340,2016,3,859,166489
42340,2016,4,868,168924
42540,2016,1,764,247866
42540,2016,2,768,251997
42540,2016,3,815,252383
42540,2016,4,813,253621
42680,2016,1,743,50949
42680,2016,2,754,47969
42680,2016,3,761,49219
42680,2016,4,885,52604
42700,2016,1,595,28320
42700,2016,2,647,26100
42700,2016,3,638,26824
42700,2016,4,647,28379
43100,2016,1,914,58042
43100,2016,2,826,61827
43100,2016,3,886,60648
43100,2016,4,913,60019
43300,2016,1,771,44315
43300,2016,2,759,45240
43300,2016,3,801,45164
43300,2016,4,821,46009
43340,2016,1,747,176420
43340,2016,2,772,176195
43340,2016,3,790,174497
43340,2016,4,822,176959
43420,2016,1,813,33938
43420,2016,2,823,33608
43420,2016,3,872,34242
43420,2016,4,827,34814
43580,2016,1,831,88076
43580,2016,2,842,90108
43580,2016,3,865,87662
43580,2016,4,873,86831
43620,2016,1,872,145640
43620,2016,2,844,150664
43620,2016,3,904,149673
43620,2016,4,921,150560
43780,2016,1,773,130282
43780,2016,2,792,132656
43780,2016,3,827,134364
43780,2016,4,860,133365
43900,2016,1,842,137490
43900,2016,2,865,139660
43900,2016,3,854,140456
43900,2016,4,866,145345
44060,2016,1,838,224729
44060,2016,2,825,230562
44060,2016,3,878,231174
44060,2016,4,873,231145
44100,2016,1,983,129517
44100,2016,2,974,131379
44100,2016,3,1007,131832
44100,2016,4,1019,130709
44140,2016,1,893,267467
44140,2016,2,874,273150
44140,2016,3,922,274517
44140,2016,4,942,275276
44180,2016,1,710,196353
44180,2016,2,738,198844
44180,2016,3,768,199338
44180,2016,4,775,199944
44220,2016,1,709,47368
44220,2016,2,718,48570
44220,2016,3,751,47901
44220,2016,4,754,48270
44300,2016,1,877,67406
44300,2016,2,907,71071
44300,2016,3,942,68258
44300,2016,4,932,68690
44420,2016,1,713,47620
44420,2016,2,745,48563
44420,2016,3,771,48185
44420,2016,4,773,48273
44700,2016,1,821,233164
44700,2016,2,827,238919
44700,2016,3,875,244417
44700,2016,4,890,243294
44940,2016,1,649,36767
44940,2016,2,681,36903
44940,2016,3,709,37091
44940,2016,4,732,37271
45060,2016,1,889,295361
45060,2016,2,901,303409
45060,2016,3,913,302354
45060,2016,4,942,303318
45220,2016,1,760,165895
45220,2016,2,795,165362
45220,2016,3,820,168809
45220,2016,4,835,169232
45460,2016,1,716,65922
45460,2016,2,737,66095
45460,2016,3,741,67468
45460,2016,4,737,67439
45500,2016,1,723,58414
45500,2016,2,725,59391
45500,2016,3,766,58478
45500,2016,4,790,58763
45780,2016,1,864,290396
45780,2016,2,842,297419
45780,2016,3,873,295713
45780,2016,4,878,297194
45820,2016,1,812,107522
45820,2016,2,781,110326
45820,2016,3,814,110534
45820,2016,4,819,110522
45940,2016,1,1416,242236
45940,2016,2,1234,248389
45940,2016,3,1334,246901
45940,2016,4,1349,252002
46060,2016,1,827,359347
46060,2016,2,827,352102
46060,2016,3,866,360423
46060,2016,4,860,367425
46140,2016,1,887,423103
46140,2016,2,870,422061
46140,2016,3,906,422986
46140,2016,4,913,427301
46220,2016,1,790,97227
46220,2016,2,803,97693
46220,2016,3,815,99687
46220,2016,4,864,98478
46340,2016,1,792,101381
46340,2016,2,821,103199
46340,2016,3,849,102549
46340,2016,4,864,103211
46520,2016,1,932,472165
46520,2016,2,939,470875
46520,2016,3,997,473935
46520,2016,4,994,480150
46540,2016,1,757,118595
46540,2016,2,779,123426
46540,2016,3,777,122026
46540,2016,4,797,122206
46660,2016,1,620,53596
46660,2016,2,621,55186
46660,2016,3,661,54662
46660,2016,4,682,55331
46700,2016,1,1069,134175
46700,2016,2,1007,136985
46700,2016,3,1059,136750
46700,2016,4,1073,138231
47020,2016,1,811,40690
47020,2016,2,796,40027
47020,2016,3,843,40427
47020,2016,4,861,40402
47220,2016,1,811,58368
47220,2016,2,843,60957
47220,2016,3,862,60656
47220,2016,4,907,59495
47260,2016,1,851,725687
47260,2016,2,832,744355
47260,2016,3,883,736896
47260,2016,4,913,739822
47300,2016,1,705,153732
47300,2016,2,707,165872
47300,2016,3,743,163241
47300,2016,4,773,159737
47380,2016,1,798,112252
47380,2016,2,816,113500
47380,2016,3,838,114713
47380,2016,4,856,116075
47460,2016,1,758,27723
47460,2016,2,769,29489
47460,2016,3,803,29637
47460,2016,4,826,27209
47580,2016,1,787,69851
47580,2016,2,823,71204
47580,2016,3,863,71063
47580,2016,4,855,71423
47940,2016,1,787,87016
47940,2016,2,792,88622
47940,2016,3,839,88102
47940,2016,4,928,87898
48060,2016,1,743,39978
48060,2016,2,769,43077
48060,2016,3,755,42414
48060,2016,4,762,40953
48140,2016,1,789,69205
48140,2016,2,820,71510
48140,2016,3,856,70866
48140,2016,4,851,71243
48260,2016,1,709,38246
48260,2016,2,730,38687
48260,2016,3,738,38540
48260,2016,4,760,38316
48300,2016,1,708,50949
48300,2016,2,688,64367
48300,2016,3,718,59312
48300,2016,4,729,50907
48540,2016,1,753,61570
48540,2016,2,773,62992
48540,2016,3,803,62573
48540,2016,4,794,63096
48620,2016,1,837,291020
48620,2016,2,831,291430
48620,2016,3,858,290798
48620,2016,4,875,292955
48660,2016,1,715,56352
48660,2016,2,723,56807
48660,2016,3,747,55798
48660,2016,4,767,56634
48700,2016,1,753,50739
48700,2016,2,768,51127
48700,2016,3,817,51429
48700,2016,4,816,51326
48900,2016,1,786,118460
48900,2016,2,773,121987
48900,2016,3,804,122404
48900,2016,4,849,121693
49020,2016,1,815,58355
49020,2016,2,817,59506
49020,2016,3,871,59333
49020,2016,4,841,59919
49180,2016,1,910,254217
49180,2016,2,810,255231
49180,2016,3,847,256406
49180,2016,4,888,258423
49340,2016,1,974,374351
49340,2016,2,974,384396
49340,2016,3,997,383797
49340,2016,4,1026,385467
49420,2016,1,680,104910
49420,2016,2,688,122446
49420,2016,3,712,123503
49420,2016,4,740,102201
49620,2016,1,862,174944
49620,2016,2,850,177522
49620,2016,3,900,177832
49620,2016,4,909,178679
49660,2016,1,724,211755
49660,2016,2,719,214932
49660,2016,3,759,215156
49660,2016,4,768,214711
49700,2016,1,778,44517
49700,2016,2,807,48717
49700,2016,3,827,48368
49700,2016,4,865,45264
49740,2016,1,644,72973
49740,2016,2,703,59674
49740,2016,3,729,61460
49740,2016,4,691,77481
10180,2017,1,750,66124
10180,2017,2,764,66143
10180,2017,3,768,66448
10180,2017,4,817,67407
10420,2017,1,948,316048
10420,2017,2,878,324654
10420,2017,3,872,323488
10420,2017,4,950,323449
10500,2017,1,748,60763
10500,2017,2,748,59915
10500,2017,3,737,60220
10500,2017,4,790,60380
10540,2017,1,788,45369
10540,2017,2,785,46417
10540,2017,3,803,46476
10540,2017,4,820,46886
10580,2017,1,1046,439396
10580,2017,2,1041,452995
10580,2017,3,1003,447393
10580,2017,4,1074,451482
10740,2017,1,871,371003
10740,2017,2,849,373751
10740,2017,3,851,375975
10740,2017,4,889,377304
10780,2017,1,760,60090
10780,2017,2,740,60574
10780,2017,3,752,60516
10780,2017,4,785,60820
10900,2017,1,988,347759
10900,2017,2,930,357987
10900,2017,3,930,355930
10900,2017,4,1007,359012
11020,2017,1,752,57714
11020,2017,2,751,59376
11020,2017,3,759,58917
11020,2017,4,821,58791
11100,2017,1,858,114768
11100,2017,2,840,115187
11100,2017,3,836,114363
11100,2017,4,920,115641
11180,2017,1,951,44861
11180,2017,2,909,46669
11180,2017,3,900,47129
11180,2017,4,973,46196
11260,2017,1,1050,168862
11260,2017,2,1030,176170
11260,2017,3,1034,175808
11260,2017,4,1065,169972
11460,2017,1,1108,210054
11460,2017,2,1095,207101
11460,2017,3,1101,213223
11460,2017,4,1134,215842
11500,2017,1,751,44329
11500,2017,2,736,44274
11500,2017,3,744,44157
11500,2017,4,763,44437
11540,2017,1,881,119121
11540,2017,2,852,123801
11540,2017,3,855,121200
11540,2017,4,924,121892
11700,2017,1,767,185911
11700,2017,2,762,188285
11700,2017,3,764,189508
11700,2017,4,823,191668
12020,2017,1,874,85858
12020,2017,2,796,87812
12020,2017,3,813,87614
12020,2017,4,837,89039
12100,2017,1,887,120094
12100,2017,2,855,132196
12100,2017,3,841,126276
12100,2017,4,917,122553
12220,2017,1,760,58442
12220,2017,2,727,58186
12220,2017,3,708,58801
12220,2017,4,772,58282
12260,2017,1,897,222744
12260,2017,2,859,222209
12260,2017,3,875,222381
12260,2017,4,914,225511
12420,2017,1,1182,973942
12420,2017,2,1109,989505
12420,2017,3,1115,987321
12420,2017,4,1189,1005342
12540,2017,1,889,299549
12540,2017,2,842,322768
12540,2017,3,846,329476
12540,2017,4,890,313762
12580,2017,1,1141,1306125
12580,2017,2,1080,1338254
12580,2017,3,1087,1330248
12580,2017,4,1200,1341884
12620,2017,1,774,67905
12620,2017,2,765,70270
12620,2017,3,784,70160
12620,2017,4,809,70219
12700,2017,1,907,86193
12700,2017,2,867,108832
12700,2017,3,848,102374
12700,2017,4,962,91852
12940,2017,1,1005,386324
12940,2017,2,949,381040
12940,2017,3,937,383909
12940,2017,4,1002,386494
12980,2017,1,1062,56174
12980,2017,2,931,56596
12980,2017,3,930,55828
12980,2017,4,990,55388
13020,2017,1,846,33755
13020,2017,2,776,34461
13020,2017,3,757,34700
13020,2017,4,863,33869
13140,2017,1,1090,159383
13140,2017,2,998,159823
13140,2017,3,1017,154238
13140,2017,4,1090,158439
13220,2017,1,730,41278
13220,2017,2,743,42628
13220,2017,3,738,42482
13220,2017,4,763,42287
13380,2017,1,882,88208
13380,2017,2,861,90280
13380,2017,3,854,90063
13380,2017,4,902,89796
13460,2017,1,822,77576
13460,2017,2,844,82138
13460,2017,3,857,81643
13460,2017,4,874,81073
13740,2017,1,889,83069
13740,2017,2,866,85797
13740,2017,3,857,84976
13740,2017,4,915,84397
13780,2017,1,850,98312
13780,2017,2,855,101002
13780,2017,3,834,99742
13780,2017,4,867,100757
13820,2017,1,1043,484617
13820,2017,2,957,490800
13820,2017,3,947,490341
13820,2017,4,1034,495038
13900,2017,1,946,70080
13900,2017,2,949,72033
13900,2017,3,930,70573
13900,2017,4,992,69983
13980,2017,1,777,69338
13980,2017,2,755,69628
13980,2017,3,827,70168
13980,2017,4,814,70350
14010,2017,1,1138,87877
14010,2017,2,921,88999
14010,2017,3,936,89246
14010,2017,4,945,88365
14020,2017,1,880,66621
14020,2017,2,828,67751
14020,2017,3,818,67860
14020,2017,4,837,67974
14260,2017,1,842,300566
14260,2017,2,833,310171
14260,2017,3,848,311495
14260,2017,4,968,310977
14500,2017,1,1279,177515
14500,2017,2,1192,181270
14500,2017,3,1238,181113
14500,2017,4,1277,183115
14540,2017,1,789,73271
14540,2017,2,766,74136
14540,2017,3,755,74084
14540,2017,4,814,74120
14740,2017,1,929,86034
14740,2017,2,977,88592
14740,2017,3,946,87506
14740,2017,4,1009,88331
14860,2017,1,1926,414597
14860,2017,2,1503,428529
14860,2017,3,1423,421127
14860,2017,4,1690,424698
15180,2017,1,614,138890
15180,2017,2,614,140142
15180,2017,3,613,138181
15180,2017,4,651,140668
15260,2017,1,798,41739
15260,2017,2,753,42821
15260,2017,3,775,40624
15260,2017,4,801,42060
15380,2017,1,946,532429
15380,2017,2,901,547995
15380,2017,3,877,546022
15380,2017,4,954,549310
15500,2017,1,779,60088
15500,2017,2,773,59606
15500,2017,3,746,60337
15500,2017,4,782,61729
15540,2017,1,994,118471
15540,2017,2,958,123249
15540,2017,3,962,121991
15540,2017,4,1031,122111
15940,2017,1,778,163472
15940,2017,2,763,167642
15940,2017,3,769,166134
15940,2017,4,830,167887
15980,2017,1,834,260452
15980,2017,2,829,247546
15980,2017,3,809,239580
15980,2017,4,872,266067
16020,2017,1,719,43315
16020,2017,2,746,43693
16020,2017,3,722,43838
16020,2017,4,791,44518
16180,2017,1,907,29316
16180,2017,2,943,30307
16180,2017,3,932,30242
16180,2017,4,1001,30253
16220,2017,1,885,37522
16220,2017,2,899,38760
16220,2017,3,914,38618
16220,2017,4,976,38469
16300,2017,1,995,140208
16300,2017,2,947,145207
16300,2017,3,944,142995
16300,2017,4,1089,143406
16540,2017,1,797,57214
16540,2017,2,797,58172
16540,2017,3,822,58703
16540,2017,4,835,59384
16580,2017,1,876,96844
16580,2017,2,868,98067
16580,2017,3,870,99640
16580,2017,4,918,99092
16620,2017,1,909,106115
16620,2017,2,871,107432
16620,2017,3,874,106447
16620,2017,4,897,105802
16700,2017,1,936,327309
16700,2017,2,894,334204
16700,2017,3,883,329408
16700,2017,4,951,335286
16740,2017,1,1210,1148777
16740,2017,2,1009,1164519
16740,2017,3,1000,1166495
16740,2017,4,1076,1181999
16820,2017,1,1021,109347
16820,2017,2,913,112150
16820,2017,3,991,113127
16820,2017,4,1028,111292
16860,2017,1,893,239856
16860,2017,2,853,244448
16860,2017,3,862,243534
16860,2017,4,984,245465
16940,2017,1,851,45209
16940,2017,2,863,46082
16940,2017,3,865,45918
16940,2017,4,918,45576
16984,2017,1,1269,4425281
16984,2017,2,1114,4557847
16984,2017,3,1102,4520809
16984,2017,4,1212,4544593
17020,2017,1,774,81568
17020,2017,2,771,82573
17020,2017,3,789,84263
17020,2017,4,826,83291
17140,2017,1,1071,1023176
17140,2017,2,975,1048905
17140,2017,3,993,1042498
17140,2017,4,1040,1053468
17300,2017,1,729,86442
17300,2017,2,733,87115
17300,2017,3,726,87330
17300,2017,4,781,88631
17420,2017,1,765,43168
17420,2017,2,767,44488
17420,2017,3,733,44801
17420,2017,4,799,47338
17660,2017,1,717,57464
17660,2017,2,719,62323
17660,2017,3,721,61699
17660,2017,4,772,60264
17780,2017,1,769,110758
17780,2017,2,772,106378
17780,2017,3,777,111411
17780,2017,4,813,113831
17820,2017,1,945,273654
17820,2017,2,894,281487
17820,2017,3,942,280515
17820,2017,4,962,281630
17860,2017,1,825,93458
17860,2017,2,822,93475
17860,2017,3,820,94419
17860,2017,4,847,94454
17900,2017,1,893,373254
17900,2017,2,835,375056
17900,2017,3,851,368766
17900,2017,4,870,376829
17980,2017,1,849,115067
17980,2017,2,759,115170
17980,2017,3,813,115066
17980,2017,4,848,116770
18020,2017,1,1060,50634
18020,2017,2,953,50962
18020,2017,3,956,50627
18020,2017,4,1016,51155
18140,2017,1,1063,999385
18140,2017,2,969,1025730
18140,2017,3,989,1021491
18140,2017,4,1022,1036449
18580,2017,1,904,189363
18580,2017,2,858,190009
18580,2017,3,879,184049
18580,2017,4,928,187951
18700,2017,1,957,37363
18700,2017,2,932,38497
18700,2017,3,963,38176
18700,2017,4,1001,38317
18880,2017,1,814,108078
18880,2017,2,828,109668
18880,2017,3,793,108362
18880,2017,4,847,107332
19140,2017,1,821,64679
19140,2017,2,785,64621
19140,2017,3,784,64504
19140,2017,4,900,64743
19300,2017,1,667,71139
19300,2017,2,665,75160
19300,2017,3,661,72034
19300,2017,4,724,70787
19340,2017,1,925,179432
19340,2017,2,872,185020
19340,2017,3,881,182817
19340,2017,4,1035,183012
19460,2017,1,824,51760
19460,2017,2,806,52345
19460,2017,3,807,51770
19460,2017,4,865,52519
19500,2017,1,984,49011
19500,2017,2,946,49563
19500,2017,3,938,49858
19500,2017,4,952,49574
19660,2017,1,731,195634
19660,2017,2,739,190213
19660,2017,3,708,189634
19660,2017,4,779,196282
19740,2017,1,1282,1420814
19740,2017,2,1154,1461165
19740,2017,3,1164,1455014
19740,2017,4,1253,1469782
19780,2017,1,1123,353897
19780,2017,2,993,366777
19780,2017,3,985,361252
19780,2017,4,1091,364338
20020,2017,1,762,55572
20020,2017,2,738,55991
20020,2017,3,765,55867
20020,2017,4,828,56655
20100,2017,1,826,66266
20100,2017,2,776,66938
20100,2017,3,824,66842
20100,2017,4,847,66382
20220,2017,1,832,57459
20220,2017,2,810,59034
20220,2017,3,832,58187
20220,2017,4,925,58618
20260,2017,1,822,124860
20260,2017,2,837,130006
20260,2017,3,829,128719
20260,2017,4,876,127103
20500,2017,1,1244,292457
20500,2017,2,1141,295334
20500,2017,3,1147,295006
20500,2017,4,1205,298257
20740,2017,1,841,81046
20740,2017,2,772,82774
20740,2017,3,809,82374
20740,2017,4,853,83065
20940,2017,1,736,62470
20940,2017,2,723,64547
20940,2017,3,763,61164
20940,2017,4,766,63446
21060,2017,1,786,54247
21060,2017,2,790,55743
21060,2017,3,799,54781
21060,2017,4,805,55659
21140,2017,1,968,130861
21140,2017,2,914,135362
21140,2017,3,924,135281
21140,2017,4,983,137782
21300,2017,1,879,34824
21300,2017,2,868,35695
21300,2017,3,849,35184
21300,2017,4,893,35804
21340,2017,1,731,301702
21340,2017,2,718,301108
21340,2017,3,718,302418
21340,2017,4,750,307282
21500,2017,1,798,119548
21500,2017,2,770,123396
21500,2017,3,786,123511
21500,2017,4,812,121771
21660,2017,1,801,153275
21660,2017,2,814,157172
21660,2017,3,802,155979
21660,2017,4,862,156374
21780,2017,1,872,150013
21780,2017,2,832,152664
21780,2017,3,831,154777
21780,2017,4,902,154921
21820,2017,1,968,35491
21820,2017,2,970,36785
21820,2017,3,999,37861
21820,2017,4,999,35653
22020,2017,1,916,133736
22020,2017,2,894,138120
22020,2017,3,908,137636
22020,2017,4,962,137132
22140,2017,1,872,47565
22140,2017,2,837,48666
22140,2017,3,820,48528
22140,2017,4,875,47882
22180,2017,1,783,127582
22180,2017,2,787,127346
22180,2017,3,795,126844
22180,2017,4,819,129098
22220,2017,1,1163,231972
22220,2017,2,935,234913
22220,2017,3,875,235759
22220,2017,4,992,237510
22380,2017,1,822,60591
22380,2017,2,784,62650
22380,2017,3,837,63888
22380,2017,4,808,62475
22420,2017,1,872,132136
22420,2017,2,833,136359
22420,2017,3,843,134852
22420,2017,4,898,136007
22500,2017,1,807,83430
22500,2017,2,782,82957
22500,2017,3,746,82842
22500,2017,4,809,84434
22520,2017,1,720,53815
22520,2017,2,728,53464
22520,2017,3,721,53424
22520,2017,4,784,53626
22540,2017,1,870,45429
22540,2017,2,822,46973
22540,2017,3,833,47072
22540,2017,4,872,46837
22660,2017,1,988,153640
22660,2017,2,899,160635
22660,2017,3,967,160388
22660,2017,4,1011,159056
22900,2017,1,738,106571
22900,2017,2,746,106400
22900,2017,3,733,106706
22900,2017,4,764,106970
23060,2017,1,879,205730
23060,2017,2,818,209529
23060,2017,3,811,209573
23060,2017,4,873,211227
23420,2017,1,803,371496
23420,2017,2,803,392130
23420,2017,3,805,392894
23420,2017,4,887,379782
23460,2017,1,681,36204
23460,2017,2,686,36544
23460,2017,3,686,36257
23460,2017,4,723,36523
23540,2017,1,870,132953
23540,2017,2,840,130684
23540,2017,3,874,132766
23540,2017,4,907,134518
23580,2017,1,869,84380
23580,2017,2,863,85567
23580,2017,3,854,85870
23580,2017,4,978,86719
23900,2017,1,763,33930
23900,2017,2,767,34833
23900,2017,3,769,35959
